date,description,usage_gib,cost,nodepool,env
2023-12-26,Network Inter Zone Data Transfer Out,759.0,6.0,cold-large-spot-us-east1,prod
2023-12-26,Network Inter Zone Data Transfer Out,485.0,4.0,icy-medium-us-east1-d,stage
2023-12-26,Network Inter Zone Data Transfer Out,471.0,4.0,broker-us-east1,stage
2023-12-26,Network Inter Zone Data Transfer Out,392.0,3.0,mm-spot-us-east1,prod
2023-12-26,Network Inter Zone Data Transfer Out,401.0,3.0,rill-large-us-east1,stage
2023-12-26,Network Inter Zone Data Transfer Out,209.0,2.0,hot-spot-local-us-east1,stage
2023-12-26,Network Inter Zone Data Transfer Out,95.0,1.0,kafka-us-east1-b,stage
2023-12-26,Network Inter Zone Data Transfer Out,141.0,1.0,cold-medium-spot-us-east1,prod
2023-12-26,Network Inter Zone Data Transfer Out,110.0,1.0,cold-medium-spot-us-east1,stage
2023-12-26,Network Inter Zone Data Transfer Out,96.0,1.0,hot-medium-spot-local-us-east1,prod
2023-12-26,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-26,Network Inter Zone Data Transfer Out,21.0,0.0,hot-spot-local-us-east1,prod
2023-12-26,Network Inter Zone Data Transfer Out,28.0,0.0,rill-large-us-east1,prod
2023-12-26,Network Inter Zone Data Transfer Out,10.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-26,Network Inter Zone Data Transfer Out,22.0,0.0,zk2-us-east1,prod
2023-12-26,Network Inter Zone Data Transfer Out,9.0,0.0,mm-parallel-us-east1-b,prod
2023-12-26,Network Inter Zone Data Transfer Out,21.0,0.0,cold-spot-us-east1,prod
2023-12-26,Network Inter Zone Data Transfer Out,21.0,0.0,mm-spot-us-east1,stage
2023-12-26,Network Inter Zone Data Transfer Out,11.0,0.0,cold-large-local-us-east1,prod
2023-12-26,Network Inter Zone Data Transfer Out,3.0,0.0,cold-spot-us-east1,stage
2023-12-26,Network Inter Zone Data Transfer Out,24.0,0.0,icy-medium-us-east1-d,prod
2023-12-26,Network Inter Zone Data Transfer Out,16.0,0.0,default-highmem-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,8456.0,69.0,icy2-large-us-east1-d,prod
2023-12-25,Network Inter Zone Data Transfer Out,2039.0,17.0,cold-large-spot-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,1579.0,13.0,default-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,1083.0,9.0,kafka-us-east1-b,prod
2023-12-25,Network Inter Zone Data Transfer Out,1066.0,9.0,hot-large-spot-local-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,922.0,8.0,default-us-east1,stage
2023-12-25,Network Inter Zone Data Transfer Out,996.0,8.0,zk2-us-east1,stage
2023-12-25,Network Inter Zone Data Transfer Out,724.0,6.0,broker-us-east1,stage
2023-12-25,Network Inter Zone Data Transfer Out,574.0,5.0,broker-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,474.0,4.0,rill-large-us-east1,stage
2023-12-25,Network Inter Zone Data Transfer Out,502.0,4.0,icy-medium-us-east1-d,stage
2023-12-25,Network Inter Zone Data Transfer Out,344.0,3.0,mm-spot-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,202.0,2.0,hot-spot-local-us-east1,stage
2023-12-25,Network Inter Zone Data Transfer Out,65.0,1.0,hot-medium-spot-local-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,110.0,1.0,kafka-us-east1-b,stage
2023-12-25,Network Inter Zone Data Transfer Out,144.0,1.0,cold-medium-spot-us-east1,stage
2023-12-25,Network Inter Zone Data Transfer Out,134.0,1.0,cold-large-local-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,106.0,1.0,cold-medium-spot-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,35.0,0.0,cold-spot-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,13.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-25,Network Inter Zone Data Transfer Out,33.0,0.0,rill-large-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-25,Network Inter Zone Data Transfer Out,20.0,0.0,hot-spot-local-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,44.0,0.0,zk2-us-east1,prod
2023-12-25,Network Inter Zone Data Transfer Out,4.0,0.0,cold-spot-us-east1,stage
2023-12-25,Network Inter Zone Data Transfer Out,19.0,0.0,mm-spot-us-east1,stage
2023-12-25,Network Inter Zone Data Transfer Out,10.0,0.0,mm-parallel-us-east1-b,prod
2023-12-25,Network Inter Zone Data Transfer Out,47.0,0.0,icy-medium-us-east1-d,prod
2023-12-25,Network Inter Zone Data Transfer Out,13.0,0.0,default-highmem-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,23955.0,196.0,icy2-large-us-east1-d,prod
2023-12-24,Network Inter Zone Data Transfer Out,2098.0,17.0,zk2-us-east1,stage
2023-12-24,Network Inter Zone Data Transfer Out,1940.0,16.0,default-us-east1,stage
2023-12-24,Network Inter Zone Data Transfer Out,1693.0,14.0,broker-us-east1,stage
2023-12-24,Network Inter Zone Data Transfer Out,1482.0,12.0,default-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,1132.0,9.0,rill-large-us-east1,stage
2023-12-24,Network Inter Zone Data Transfer Out,1008.0,8.0,icy-medium-us-east1-d,stage
2023-12-24,Network Inter Zone Data Transfer Out,779.0,6.0,kafka-us-east1-b,prod
2023-12-24,Network Inter Zone Data Transfer Out,698.0,6.0,hot-large-spot-local-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,610.0,5.0,broker-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,334.0,3.0,cold-large-spot-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,200.0,2.0,hot-spot-local-us-east1,stage
2023-12-24,Network Inter Zone Data Transfer Out,263.0,2.0,mm-spot-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,65.0,1.0,icy-medium-us-east1-d,prod
2023-12-24,Network Inter Zone Data Transfer Out,131.0,1.0,kafka-us-east1-b,stage
2023-12-24,Network Inter Zone Data Transfer Out,102.0,1.0,cold-medium-spot-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,18.0,0.0,hot-spot-local-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,9.0,0.0,default-highmem-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,27.0,0.0,cold-spot-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,22.0,0.0,rill-large-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,31.0,0.0,cold-medium-spot-us-east1,stage
2023-12-24,Network Inter Zone Data Transfer Out,17.0,0.0,mm-spot-us-east1,stage
2023-12-24,Network Inter Zone Data Transfer Out,60.0,0.0,hot-medium-spot-local-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,16.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-24,Network Inter Zone Data Transfer Out,10.0,0.0,mm-parallel-us-east1-b,prod
2023-12-24,Network Inter Zone Data Transfer Out,39.0,0.0,zk2-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,20.0,0.0,cold-large-local-us-east1,prod
2023-12-24,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-24,Network Inter Zone Data Transfer Out,5.0,0.0,cold-spot-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,23419.0,192.0,icy2-large-us-east1-d,prod
2023-12-23,Network Inter Zone Data Transfer Out,2200.0,18.0,zk2-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,2020.0,17.0,default-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,1802.0,15.0,broker-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,1582.0,13.0,default-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,1102.0,9.0,rill-large-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,919.0,8.0,kafka-us-east1-b,prod
2023-12-23,Network Inter Zone Data Transfer Out,1007.0,8.0,icy-medium-us-east1-d,stage
2023-12-23,Network Inter Zone Data Transfer Out,744.0,6.0,hot-large-spot-local-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,512.0,4.0,broker-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,362.0,3.0,cold-large-spot-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,303.0,2.0,mm-spot-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,199.0,2.0,hot-spot-local-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,72.0,1.0,hot-medium-spot-local-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,100.0,1.0,cold-medium-spot-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,72.0,1.0,icy-medium-us-east1-d,prod
2023-12-23,Network Inter Zone Data Transfer Out,124.0,1.0,kafka-us-east1-b,stage
2023-12-23,Network Inter Zone Data Transfer Out,10.0,0.0,mm-parallel-us-east1-b,prod
2023-12-23,Network Inter Zone Data Transfer Out,39.0,0.0,cold-spot-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,35.0,0.0,cold-medium-spot-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,17.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-23,Network Inter Zone Data Transfer Out,19.0,0.0,hot-spot-local-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,9.0,0.0,cold-large-local-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,18.0,0.0,mm-spot-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,45.0,0.0,zk2-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,5.0,0.0,cold-spot-us-east1,stage
2023-12-23,Network Inter Zone Data Transfer Out,24.0,0.0,rill-large-us-east1,prod
2023-12-23,Network Inter Zone Data Transfer Out,10.0,0.0,default-highmem-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,21007.0,172.0,icy2-large-us-east1-d,prod
2023-12-22,Network Inter Zone Data Transfer Out,2130.0,17.0,zk2-us-east1,stage
2023-12-22,Network Inter Zone Data Transfer Out,1955.0,16.0,default-us-east1,stage
2023-12-22,Network Inter Zone Data Transfer Out,1704.0,14.0,default-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,1697.0,14.0,broker-us-east1,stage
2023-12-22,Network Inter Zone Data Transfer Out,1600.0,13.0,hot-large-spot-local-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,1103.0,9.0,kafka-us-east1-b,prod
2023-12-22,Network Inter Zone Data Transfer Out,1056.0,9.0,rill-large-us-east1,stage
2023-12-22,Network Inter Zone Data Transfer Out,945.0,8.0,broker-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,956.0,8.0,icy-medium-us-east1-d,stage
2023-12-22,Network Inter Zone Data Transfer Out,627.0,5.0,cold-large-spot-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,380.0,3.0,mm-spot-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,234.0,2.0,hot-spot-local-us-east1,stage
2023-12-22,Network Inter Zone Data Transfer Out,86.0,1.0,hot-medium-spot-local-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,103.0,1.0,cold-medium-spot-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,69.0,1.0,icy-medium-us-east1-d,prod
2023-12-22,Network Inter Zone Data Transfer Out,92.0,1.0,cold-medium-spot-us-east1,stage
2023-12-22,Network Inter Zone Data Transfer Out,122.0,1.0,kafka-us-east1-b,stage
2023-12-22,Network Inter Zone Data Transfer Out,23.0,0.0,rill-large-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,5.0,0.0,cold-spot-us-east1,stage
2023-12-22,Network Inter Zone Data Transfer Out,18.0,0.0,mm-spot-us-east1,stage
2023-12-22,Network Inter Zone Data Transfer Out,32.0,0.0,cold-spot-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,11.0,0.0,cold-large-local-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,22.0,0.0,hot-spot-local-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,12.0,0.0,default-highmem-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,11.0,0.0,mm-parallel-us-east1-b,prod
2023-12-22,Network Inter Zone Data Transfer Out,15.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-22,Network Inter Zone Data Transfer Out,50.0,0.0,zk2-us-east1,prod
2023-12-22,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-21,Network Inter Zone Data Transfer Out,22501.0,185.0,icy2-large-us-east1-d,prod
2023-12-21,Network Inter Zone Data Transfer Out,6157.0,50.0,broker-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,2682.0,22.0,hot-large-spot-local-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,2379.0,20.0,zk2-us-east1,stage
2023-12-21,Network Inter Zone Data Transfer Out,2429.0,20.0,default-us-east1,stage
2023-12-21,Network Inter Zone Data Transfer Out,1839.0,15.0,broker-us-east1,stage
2023-12-21,Network Inter Zone Data Transfer Out,1761.0,14.0,default-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,1207.0,10.0,kafka-us-east1-b,prod
2023-12-21,Network Inter Zone Data Transfer Out,1120.0,9.0,rill-large-us-east1,stage
2023-12-21,Network Inter Zone Data Transfer Out,1087.0,9.0,icy-medium-us-east1-d,stage
2023-12-21,Network Inter Zone Data Transfer Out,1003.0,8.0,cold-large-spot-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,297.0,2.0,mm-spot-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,204.0,2.0,hot-medium-spot-local-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,284.0,2.0,hot-spot-local-us-east1,stage
2023-12-21,Network Inter Zone Data Transfer Out,144.0,1.0,cold-medium-spot-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,68.0,1.0,icy-medium-us-east1-d,prod
2023-12-21,Network Inter Zone Data Transfer Out,127.0,1.0,cold-medium-spot-us-east1,stage
2023-12-21,Network Inter Zone Data Transfer Out,155.0,1.0,kafka-us-east1-b,stage
2023-12-21,Network Inter Zone Data Transfer Out,55.0,0.0,default-highmem-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,44.0,0.0,cold-spot-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,27.0,0.0,rill-large-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,26.0,0.0,mm-spot-us-east1,stage
2023-12-21,Network Inter Zone Data Transfer Out,19.0,0.0,cold-large-local-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-21,Network Inter Zone Data Transfer Out,30.0,0.0,hot-spot-local-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,10.0,0.0,mm-parallel-us-east1-b,prod
2023-12-21,Network Inter Zone Data Transfer Out,50.0,0.0,zk2-us-east1,prod
2023-12-21,Network Inter Zone Data Transfer Out,6.0,0.0,cold-spot-us-east1,stage
2023-12-21,Network Inter Zone Data Transfer Out,21.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,9193.0,75.0,icy2-large-us-east1-d,prod
2023-12-20,Network Inter Zone Data Transfer Out,2793.0,23.0,hot-large-spot-local-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,1664.0,14.0,default-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,1527.0,13.0,zk2-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,1543.0,13.0,default-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,1422.0,12.0,broker-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,1327.0,11.0,cold-large-spot-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,1272.0,10.0,kafka-us-east1-b,prod
2023-12-20,Network Inter Zone Data Transfer Out,884.0,7.0,broker-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,429.0,4.0,rill-large-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,497.0,4.0,icy-medium-us-east1-d,stage
2023-12-20,Network Inter Zone Data Transfer Out,326.0,3.0,mm-spot-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,78.0,1.0,icy-medium-us-east1-d,prod
2023-12-20,Network Inter Zone Data Transfer Out,120.0,1.0,kafka-us-east1-b,stage
2023-12-20,Network Inter Zone Data Transfer Out,139.0,1.0,hot-spot-local-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,160.0,1.0,hot-medium-spot-local-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,109.0,1.0,cold-medium-spot-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,182.0,1.0,cold-medium-spot-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,21.0,0.0,mm-spot-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,33.0,0.0,zk2-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,26.0,0.0,rill-large-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-20,Network Inter Zone Data Transfer Out,15.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,5.0,0.0,cold-spot-us-east1,stage
2023-12-20,Network Inter Zone Data Transfer Out,35.0,0.0,hot-spot-local-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,10.0,0.0,mm-parallel-us-east1-b,prod
2023-12-20,Network Inter Zone Data Transfer Out,19.0,0.0,cold-large-local-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,39.0,0.0,default-highmem-us-east1,prod
2023-12-20,Network Inter Zone Data Transfer Out,33.0,0.0,cold-spot-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,6943.0,57.0,icy2-large-us-east1-d,prod
2023-12-19,Network Inter Zone Data Transfer Out,3259.0,27.0,hot-large-spot-local-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,1677.0,14.0,default-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,1447.0,12.0,cold-large-spot-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,1521.0,12.0,zk2-us-east1,stage
2023-12-19,Network Inter Zone Data Transfer Out,1426.0,12.0,default-us-east1,stage
2023-12-19,Network Inter Zone Data Transfer Out,1365.0,11.0,broker-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,812.0,7.0,kafka-us-east1-b,prod
2023-12-19,Network Inter Zone Data Transfer Out,814.0,7.0,broker-us-east1,stage
2023-12-19,Network Inter Zone Data Transfer Out,525.0,4.0,icy-medium-us-east1-d,stage
2023-12-19,Network Inter Zone Data Transfer Out,403.0,3.0,rill-large-us-east1,stage
2023-12-19,Network Inter Zone Data Transfer Out,207.0,2.0,cold-medium-spot-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,297.0,2.0,mm-spot-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,131.0,1.0,hot-spot-local-us-east1,stage
2023-12-19,Network Inter Zone Data Transfer Out,112.0,1.0,cold-medium-spot-us-east1,stage
2023-12-19,Network Inter Zone Data Transfer Out,111.0,1.0,kafka-us-east1-b,stage
2023-12-19,Network Inter Zone Data Transfer Out,157.0,1.0,hot-medium-spot-local-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,45.0,0.0,zk2-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,27.0,0.0,hot-spot-local-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,27.0,0.0,cold-spot-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,38.0,0.0,icy-medium-us-east1-d,prod
2023-12-19,Network Inter Zone Data Transfer Out,18.0,0.0,mm-spot-us-east1,stage
2023-12-19,Network Inter Zone Data Transfer Out,13.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-19,Network Inter Zone Data Transfer Out,5.0,0.0,cold-spot-us-east1,stage
2023-12-19,Network Inter Zone Data Transfer Out,42.0,0.0,default-highmem-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,15.0,0.0,cold-large-local-us-east1,prod
2023-12-19,Network Inter Zone Data Transfer Out,12.0,0.0,mm-parallel-us-east1-b,prod
2023-12-19,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-19,Network Inter Zone Data Transfer Out,60.0,0.0,rill-large-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,6811.0,56.0,icy2-large-us-east1-d,prod
2023-12-18,Network Inter Zone Data Transfer Out,3757.0,31.0,hot-large-spot-local-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,3128.0,26.0,cold-large-spot-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,1826.0,15.0,zk2-us-east1,stage
2023-12-18,Network Inter Zone Data Transfer Out,1879.0,15.0,broker-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,1720.0,14.0,default-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,1639.0,13.0,default-us-east1,stage
2023-12-18,Network Inter Zone Data Transfer Out,1026.0,8.0,broker-us-east1,stage
2023-12-18,Network Inter Zone Data Transfer Out,992.0,8.0,kafka-us-east1-b,prod
2023-12-18,Network Inter Zone Data Transfer Out,556.0,5.0,icy-medium-us-east1-d,stage
2023-12-18,Network Inter Zone Data Transfer Out,483.0,4.0,rill-large-us-east1,stage
2023-12-18,Network Inter Zone Data Transfer Out,200.0,2.0,cold-large-local-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,287.0,2.0,mm-spot-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,115.0,1.0,hot-medium-spot-local-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,108.0,1.0,cold-medium-spot-us-east1,stage
2023-12-18,Network Inter Zone Data Transfer Out,119.0,1.0,kafka-us-east1-b,stage
2023-12-18,Network Inter Zone Data Transfer Out,176.0,1.0,hot-spot-local-us-east1,stage
2023-12-18,Network Inter Zone Data Transfer Out,136.0,1.0,cold-medium-spot-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,19.0,0.0,mm-spot-us-east1,stage
2023-12-18,Network Inter Zone Data Transfer Out,28.0,0.0,cold-spot-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,43.0,0.0,zk2-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,44.0,0.0,default-highmem-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,13.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-18,Network Inter Zone Data Transfer Out,23.0,0.0,hot-spot-local-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,5.0,0.0,cold-spot-us-east1,stage
2023-12-18,Network Inter Zone Data Transfer Out,32.0,0.0,rill-large-us-east1,prod
2023-12-18,Network Inter Zone Data Transfer Out,55.0,0.0,icy-medium-us-east1-d,prod
2023-12-18,Network Inter Zone Data Transfer Out,16.0,0.0,mm-parallel-us-east1-b,prod
2023-12-18,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-17,Network Inter Zone Data Transfer Out,19038.0,156.0,icy2-large-us-east1-d,prod
2023-12-17,Network Inter Zone Data Transfer Out,2858.0,23.0,default-us-east1,stage
2023-12-17,Network Inter Zone Data Transfer Out,2668.0,22.0,zk2-us-east1,stage
2023-12-17,Network Inter Zone Data Transfer Out,1798.0,15.0,broker-us-east1,stage
2023-12-17,Network Inter Zone Data Transfer Out,1800.0,15.0,cold-large-spot-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,1646.0,13.0,default-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,847.0,7.0,broker-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,767.0,6.0,kafka-us-east1-b,prod
2023-12-17,Network Inter Zone Data Transfer Out,666.0,5.0,hot-large-spot-local-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,621.0,5.0,rill-large-us-east1,stage
2023-12-17,Network Inter Zone Data Transfer Out,514.0,4.0,icy-medium-us-east1-d,stage
2023-12-17,Network Inter Zone Data Transfer Out,210.0,2.0,mm-spot-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,163.0,1.0,hot-spot-local-us-east1,stage
2023-12-17,Network Inter Zone Data Transfer Out,139.0,1.0,kafka-us-east1-b,stage
2023-12-17,Network Inter Zone Data Transfer Out,147.0,1.0,cold-large-local-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,68.0,1.0,cold-medium-spot-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,13.0,0.0,cold-medium-spot-us-east1,stage
2023-12-17,Network Inter Zone Data Transfer Out,17.0,0.0,mm-parallel-us-east1-b,prod
2023-12-17,Network Inter Zone Data Transfer Out,34.0,0.0,icy-medium-us-east1-d,prod
2023-12-17,Network Inter Zone Data Transfer Out,17.0,0.0,hot-medium-spot-local-us-east1,stage
2023-12-17,Network Inter Zone Data Transfer Out,28.0,0.0,zk2-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,25.0,0.0,default-highmem-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,26.0,0.0,rill-large-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,15.0,0.0,mm-spot-us-east1,stage
2023-12-17,Network Inter Zone Data Transfer Out,24.0,0.0,hot-spot-local-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,54.0,0.0,hot-medium-spot-local-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,6.0,0.0,cold-spot-us-east1,stage
2023-12-17,Network Inter Zone Data Transfer Out,26.0,0.0,cold-spot-us-east1,prod
2023-12-17,Network Inter Zone Data Transfer Out,0.0,0.0,mm-parallel-us-east1-b,stage
2023-12-16,Network Inter Zone Data Transfer Out,26576.0,218.0,icy2-large-us-east1-d,prod
2023-12-16,Network Inter Zone Data Transfer Out,3833.0,31.0,default-us-east1,stage
2023-12-16,Network Inter Zone Data Transfer Out,3689.0,30.0,zk2-us-east1,stage
2023-12-16,Network Inter Zone Data Transfer Out,2191.0,18.0,broker-us-east1,stage
2023-12-16,Network Inter Zone Data Transfer Out,1666.0,14.0,default-us-east1,prod
2023-12-16,Network Inter Zone Data Transfer Out,823.0,7.0,icy-medium-us-east1-d,stage
2023-12-16,Network Inter Zone Data Transfer Out,810.0,7.0,broker-us-east1,prod
2023-12-16,Network Inter Zone Data Transfer Out,727.0,6.0,rill-large-us-east1,stage
2023-12-16,Network Inter Zone Data Transfer Out,757.0,6.0,kafka-us-east1-b,prod
2023-12-16,Network Inter Zone Data Transfer Out,495.0,4.0,hot-large-spot-local-us-east1,prod
2023-12-16,Network Inter Zone Data Transfer Out,508.0,4.0,cold-large-spot-us-east1,prod
2023-12-16,Network Inter Zone Data Transfer Out,221.0,2.0,mm-spot-us-east1,prod
2023-12-16,Network Inter Zone Data Transfer Out,214.0,2.0,hot-spot-local-us-east1,stage
2023-12-16,Network Inter Zone Data Transfer Out,130.0,1.0,kafka-us-east1-b,stage
2023-12-16,Network Inter Zone Data Transfer Out,65.0,1.0,cold-medium-spot-us-east1,prod
